repo_id,repo_name,description,stars,forks,open_issues,license,archived,pushed_at,openrank_2607,openrank_trend_2508_2607,participants_2607,language,created_at,topics,landscape_action,landscape_layer,landscape_section,selection_reason,selection_caveat,github_status,trend_signal,trend_signal_reason
1156956890,zeroclaw-labs/zeroclaw,"Fast, small, and fully autonomous AI personal assistant infrastructure, any OS, any platform — deploy anywhere, swap anything 🦀",32491,4861,693,Apache-2.0,false,2026-08-03T10:44:15Z,41.22,"[null,null,null,null,null,null,90.61,124.01,96.85,67.14,59.25,41.22]",21,Rust,2026-02-13,"agent,agentic,ai,infra,ml,openclaw,os,zeroclaw",keep,Agent Infra,Personal AI assistants,"当前图中的 Personal AI assistants 代表项目；仓库仍在维护，32,491 stars，2026 年 7 月 OpenRank 41.22。",产品边界普遍较宽，只在这一分区出现，避免与 chatbot 和 framework 重复。,ok,,
1002125012,BloopAI/vibe-kanban,"Get 10X more out of Claude Code, Codex or any coding agent",27638,2937,535,Apache-2.0,false,2026-04-24T09:17:34Z,,"[31.41,40.99,47.31,44.35,57.29,120.72,118.19,105.34,69.3,28.84,11.04,null]",1,Rust,2025-06-14,"agent,ai-agents,kanban,management,task-manager",omit,,,"候选项目已复核，但在当前版面预算下暂不入图：未进入本版主图；27,568 stars，最近可用 OpenRank 4.74，但与已选项目功能重叠，或没有形成新的结构位置。",继续保留在项目池，后续按持续协作、独立采用和分类缺口复核。,ok,,
710601088,crewAIInc/crewAI,"Framework for orchestrating role-playing, autonomous AI agents. By fostering collaborative intelligence, CrewAI empowers agents to work together seamlessly, tackling complex tasks.",56572,8050,751,MIT,false,2026-08-03T11:31:38Z,14.35,"[60.94,55.04,52.06,46.94,46.99,38.83,42.77,41.02,38.93,33.39,20.89,14.35]",19,Python,2023-10-27,"agents,ai,ai-agents,aiagentframework,llms",keep,Agent Infra,Code-first frameworks,"当前图中的 Code-first frameworks 代表项目；仓库仍在维护，56,572 stars，2026 年 7 月 OpenRank 14.35。",该区按语言和 runtime 多样性取样，不追求把所有 framework 都放进来。,ok,,
558188628,higress-group/higress,🤖 AI Gateway | AI Native API Gateway,9016,1209,899,Apache-2.0,false,2026-08-03T13:48:23Z,5.32,"[68.37,59.5,62.56,54.5,48.33,51.58,41.48,42.87,39.81,27.17,17.58,5.32]",7,Go,2022-10-27,"ai-gateway,ai-native,api-gateway,cloud-native,envoy",keep,Model Infra,Model API gateways,"当前图中的 Model API gateways 代表项目；仓库仍在维护，9,016 stars，2026 年 7 月 OpenRank 5.32。",需要区分 model API、MCP gateway 和 agentic proxy，避免把所有代理工具放在一起。,ok,,
954873280,a2aproject/A2A,Agent2Agent (A2A) is an open protocol enabling communication and interoperability between opaque agentic applications.,25166,2547,227,Apache-2.0,false,2026-08-01T00:08:07Z,5.11,"[25.6,26.62,20.83,17.26,18.61,18.92,16.03,15.17,13.58,8.02,6.9,5.11]",8,Shell,2025-03-25,"a2a,a2a-mcp,a2a-protocol,a2a-server,agents,generative-ai,linux-foundation",keep,Agent Infra,Protocols & interoperability,"当前图中的 Protocols & interoperability 代表项目；仓库仍在维护，25,166 stars，2026 年 7 月 OpenRank 5.11。",协议成熟度差异较大，preview 或规范状态需要在图上明确。,ok,,
839037098,mastra-ai/mastra,Mastra is the modern TypeScript framework for AI-powered applications and agents.,26866,2558,610,NOASSERTION,false,2026-08-03T16:11:47Z,54.41,"[146.06,150.79,151.23,147.51,124.33,123.66,122.99,122.2,113.73,101.33,75.58,54.41]",34,TypeScript,2024-08-06,"agents,ai,chatbots,evals,javascript,llm,mcp,nextjs,nodejs,reactjs,tts,typescript,workflows",keep,Agent Infra,Multi-agent orchestration,"当前图中的 Multi-agent orchestration 代表项目；仓库仍在维护，26,866 stars，2026 年 7 月 OpenRank 54.41。",多 agent 概念变化快，保留项目需要持续显示独立编排能力。,ok,,
753490180,daytonaio/daytona,Daytona is a Secure and Elastic Infrastructure for Running AI-Generated Code,72062,5657,441,NOASSERTION,false,2026-07-24T07:12:07Z,,"[35.19,30.72,34.28,36.26,35.49,39.4,36.66,33.94,37.06,27.42,23.41,null]",1,,2024-02-06,"agentic-workflow,ai,ai-agents,ai-runtime,ai-sandboxes,code-execution,code-interpreter,developer-tools",keep,Agent Infra,Development sandboxes,"当前图中的 Development sandboxes 代表项目；仓库仍在维护，72,062 stars。",编排层和隔离 runtime 不是一回事，主图说明中要保留这一区别。,ok,,
1074561042,gastownhall/beads,Beads - A memory upgrade for your coding agent,25877,1739,459,MIT,false,2026-08-03T08:16:51Z,20.36,"[null,null,22.31,32.61,54.29,64.98,68.6,53.27,39.33,34.25,20.07,20.36]",13,Go,2025-10-12,"agents,claude-code,coding",omit,,,"候选项目已复核，但在当前版面预算下暂不入图：未进入本版主图；25,712 stars，最近可用 OpenRank 21.57，但与已选项目功能重叠，或没有形成新的结构位置。",继续保留在项目池，后续按持续协作、独立采用和分类缺口复核。,ok,,
1012087571,router-for-me/CLIProxyAPI,"Wrap Antigravity, ChatGPT Codex, Claude Code, Grok Build as an OpenAI/Gemini/Claude/Codex compatible API service, allowing you to enjoy the free Gemini 3.1 Pro, GPT 5.6 Series, Grok 4.5, Claude model through API",46066,7160,377,MIT,false,2026-08-03T16:18:41Z,21.34,"[4.33,10.26,17.09,28.38,55.15,81.85,70.82,72.23,71.45,51.91,29.26,21.34]",13,Go,2025-07-01,"antigravity,claude-code,cluade,codex,gemini,openai",omit,,,"候选项目已复核，但在当前版面预算下暂不入图：未进入本版主图；45,328 stars，最近可用 OpenRank 31.46，但与已选项目功能重叠，或没有形成新的结构位置。",继续保留在项目池，后续按持续协作、独立采用和分类缺口复核。,ok,,
1027384981,langchain-ai/deepagents,The batteries-included agent harness.,27269,3812,191,MIT,false,2026-08-03T16:18:40Z,159.3,"[16.98,19.51,33.34,55.2,51.11,99.78,115.95,146.88,154.79,152.18,168.35,159.3]",62,Python,2025-07-27,"ai,deepagents,langchain,langgraph,python,typescript",omit,,,Deep Agents 是 LangChain 谱系内的子项目；主图已经保留 LangChain，不重复增加 logo。,可以在 LangChain 的项目演化说明中出现。,ok,,
1132431999,aden-hive/hive,Multi-Agent Harness for Production AI,10837,5671,1317,Apache-2.0,false,2026-05-29T21:55:22Z,,"[null,null,null,null,null,182.36,257.27,176.81,100.17,37.87,14.71,null]",2,Python,2026-01-12,"agent,agent-framework,agent-skills,anthropic,automation,autonomous-agents,claude,harness,harness-engineering,human-in-the-loop,openai,python,self-hosted,self-improving",omit,,,"候选项目已复核，但在当前版面预算下暂不入图：未进入本版主图；10,782 stars，最近可用 OpenRank 14.14，但与已选项目功能重叠，或没有形成新的结构位置。",继续保留在项目池，后续按持续协作、独立采用和分类缺口复核。,ok,,
1076863218,MoonshotAI/kimi-cli,Kimi Code CLI is your next CLI agent.,11081,1280,823,Apache-2.0,false,2026-08-03T07:59:07Z,,"[null,null,18.31,27.8,22.37,27.86,40.77,33.97,39.08,18.98,9.57,null]",1,Python,2025-10-15,,omit,,,"候选项目已复核，但在当前版面预算下暂不入图：未进入本版主图；10,983 stars，最近可用 OpenRank 10.89，但与已选项目功能重叠，或没有形成新的结构位置。",继续保留在项目池，后续按持续协作、独立采用和分类缺口复核。,ok,,
676672661,langchain-ai/langgraph,Build resilient agents.,38771,6534,670,MIT,false,2026-08-02T00:51:22Z,7.89,"[97.26,69.88,49.92,49.51,34.35,26.56,25.68,30.53,28.69,22.45,12.2,7.89]",11,Python,2023-08-09,"agents,ai,ai-agents,chatgpt,deepagents,enterprise,framework,gemini,generative-ai,langchain,langgraph,llm,multiagent,open-source,openai,pydantic,python,rag",omit,,,"候选项目已复核，但在当前版面预算下暂不入图：未进入本版主图；38,340 stars，最近可用 OpenRank 10.41，但与已选项目功能重叠，或没有形成新的结构位置。",继续保留在项目池，后续按持续协作、独立采用和分类缺口复核。,ok,,
659402878,spring-projects/spring-ai,An Application Framework for AI Engineering,9242,2785,1393,Apache-2.0,false,2026-08-03T14:36:09Z,12.48,"[90.58,81.98,71.21,67.56,60.6,51.76,41.05,39.12,27.34,29.89,23.72,12.48]",7,Java,2023-06-27,"artificial-intelligence,java,spring-ai",omit,,,JVM 生态本版优先加入 Koog；Code-first frameworks 已达到十个项目。,Spring AI 保留为下一轮替换候选。,ok,,
560704231,run-llama/llama_index,LlamaIndex is the leading document agent and OCR platform,51343,7864,612,MIT,false,2026-08-01T08:59:09Z,8.54,"[82.17,69.79,59.1,43.39,35.86,38.64,37.38,33.17,21.13,19.58,10.83,8.54]",18,Python,2022-11-02,"agents,application,data,fine-tuning,framework,llamaindex,llm,multi-agents,rag,vector-database",omit,,,"候选项目已复核，但在当前版面预算下暂不入图：未进入本版主图；51,162 stars，最近可用 OpenRank 9.35，但与已选项目功能重叠，或没有形成新的结构位置。",继续保留在项目池，后续按持续协作、独立采用和分类缺口复核。,ok,,
607289185,microsoft/semantic-kernel,Integrate cutting-edge LLM technology quickly and easily into your apps,28410,4704,235,MIT,false,2026-07-30T19:22:45Z,1.86,"[76.45,62.63,32.9,19.33,9.91,11.48,13.42,12.26,8.94,4.18,3.9,1.86]",6,C#,2023-02-27,"ai,artificial-intelligence,llm,openai,sdk",omit,,,Microsoft Agent Framework 已覆盖其主要 agent framework 位置，避免同一厂商同一谱系重复占位。,Semantic Kernel 继续作为历史和企业集成参考。,ok,,
680120071,microsoft/autogen,A programming framework for agentic AI,60195,9070,970,CC-BY-4.0,false,2026-04-15T11:59:09Z,4.78,"[41.88,29.64,12.97,7.48,4.85,5.19,5.42,7.04,5.78,5.85,4.71,4.78]",9,Python,2023-08-18,"agentic,agentic-agi,agents,ai,autogen,autogen-ecosystem,chatgpt,framework,llm-agent,llm-framework",omit,,,Microsoft Agent Framework 已成为统一入口，本版不再同时保留 AutoGen。,AutoGen 的历史影响力可在框架谱系说明中呈现。,ok,,
214587193,supabase/supabase,"The Postgres development platform. Supabase gives you a dedicated Postgres database to build your web, mobile, and AI applications.",107519,13436,1176,Apache-2.0,false,2026-08-03T16:31:47Z,296.4,"[209.17,220.03,236.75,260.96,243.22,243.0,253.18,258.4,270.05,287.5,328.1,296.4]",236,TypeScript,2019-10-12,"ai,alternative,auth,database,deno,embeddings,example,firebase,nextjs,oauth2,pgvector,postgis,postgres,postgresql,postgrest,realtime,supabase,vectors,websockets",remove,Agent Infra,"Memory, knowledge & context",通用后端平台不能直接代表 agent memory；当前 memory 区需要让位给 agent-native context 项目。,Supabase 仍是重要基础设施，但不在本图的有限 logo 预算内。,ok,,
691347156,1Panel-dev/MaxKB,🔥 MaxKB is an open-source platform for building enterprise-grade agents.  强大易用的开源企业级智能体平台。,22378,3059,31,GPL-3.0,false,2026-08-03T10:21:14Z,7.9,"[69.47,63.52,53.5,46.16,45.34,44.63,39.51,32.83,35.68,32.07,18.15,7.9]",3,Python,2023-09-14,"agent,agentic-ai,chatbot,deepseek-r1,knowledgebase,langchain,llama3,llm,maxkb,mcp-server,ollama,pgvector,qwen3,rag",omit,,,"候选项目已复核，但在当前版面预算下暂不入图：未进入本版主图；22,264 stars，最近可用 OpenRank 15.90，但与已选项目功能重叠，或没有形成新的结构位置。",继续保留在项目池，后续按持续协作、独立采用和分类缺口复核。,ok,,
605673387,labring/FastGPT,"FastGPT is a knowledge-based platform built on the LLMs, offers a comprehensive suite of out-of-the-box capabilities such as data processing, RAG retrieval, and visual AI workflow orchestration, letting you easily develop and deploy complex question-answering systems without the need for extensive setup or configuration.",29245,7252,164,NOASSERTION,false,2026-08-03T12:55:44Z,8.83,"[65.17,58.51,40.87,40.35,37.05,34.81,26.74,27.45,24.35,18.17,12.37,8.83]",4,TypeScript,2023-02-23,"agent,claude,deepseek,llm,mcp,nextjs,openai,qwen,rag,workflow",omit,,,"候选项目已复核，但在当前版面预算下暂不入图：未进入本版主图；29,172 stars，最近可用 OpenRank 14.64，但与已选项目功能重叠，或没有形成新的结构位置。",继续保留在项目池，后续按持续协作、独立采用和分类缺口复核。,ok,,
621803253,FlowiseAI/Flowise,"Build AI Agents, Visually",55116,24819,1039,NOASSERTION,false,2026-08-03T04:46:47Z,7.76,"[65.01,49.65,43.2,36.9,33.56,28.59,30.82,29.47,29.14,22.82,12.12,7.76]",3,TypeScript,2023-03-31,"agentic-ai,agentic-workflow,agents,artificial-intelligence,chatbot,chatgpt,javascript,langchain,large-language-models,low-code,multiagent-systems,no-code,openai,rag,react,typescript,workflow-automation",add,Agent Infra,Workflow & agent builders,54k+ stars 的可视化 agent builder，结构定位比 ComfyUI 更贴合通用 agent workflow。,与 Dify、Langflow 功能接近；该区维持五个 logo，不继续扩容。,ok,,
842586148,yetone/avante.nvim,Use your Neovim like using Cursor AI IDE!,18090,846,40,Apache-2.0,false,2026-07-28T17:47:03Z,3.24,"[62.36,47.97,30.48,21.69,17.73,32.59,23.62,12.33,7.08,9.15,7.67,3.24]",2,Lua,2024-08-14,,omit,,,"候选项目已复核，但在当前版面预算下暂不入图：未进入本版主图；18,071 stars，最近可用 OpenRank 6.96，但与已选项目功能重叠，或没有形成新的结构位置。",继续保留在项目池，后续按持续协作、独立采用和分类缺口复核。,ok,,
23496542,triton-lang/triton,Development repository for the Triton language and compiler,19844,3071,1207,MIT,false,2026-08-03T16:05:00Z,41.95,"[139.39,137.95,131.66,117.88,110.35,104.34,99.43,88.2,77.45,69.4,47.71,41.95]",14,MLIR,2014-08-30,,keep,Model Infra,Pre-Train · Compiler & accelerator,"当前图中的 Pre-Train · Compiler & accelerator 代表项目；仓库仍在维护，19,844 stars，2026 年 7 月 OpenRank 41.95。",该区强调编译、kernel 和模型优化的结构覆盖，不追求完整 CUDA 工具清单。,ok,,
634043200,modular/modular,The Modular Platform (includes MAX & Mojo),26659,2902,1074,NOASSERTION,false,2026-08-02T07:10:05Z,,"[89.98,79.21,74.04,69.23,66.24,67.03,67.9,59.3,54.01,41.08,31.65,null]",3,Mojo,2023-04-28,"ai,language,machine-learning,max,modular,mojo,programming-language",omit,,,编译与 runtime 信号很强，但 GitHub API 未识别标准 SPDX 许可证，本版暂不进入开放生态主图。,完成代码范围和许可证复核后再决定是否替换 compiler 区项目。,ok,,
90506918,rapidsai/cudf,cuDF - GPU DataFrame Library ,9723,1086,1266,Apache-2.0,false,2026-08-03T16:27:03Z,42.42,"[96.11,87.37,76.39,70.95,69.4,74.4,69.37,68.5,61.45,63.67,50.08,42.42]",24,C++,2017-05-07,"arrow,cpp,cuda,cudf,dask,data-analysis,data-science,dataframe,gpu,pandas,pydata,python,rapids",remove,Model Infra,Pre-Train · Compiler & accelerator,cuDF 是 GPU dataframe library，放在 Compiler & accelerator 区的解释成本过高。,它仍是 GPU 数据处理基础设施，但不属于本图的模型编译主线。,ok,,
539057023,NVIDIA/TransformerEngine,"A library for accelerating Transformer models on NVIDIA GPUs, including using 8-bit and 4-bit floating point (FP8 and FP4) precision on Hopper, Ada and Blackwell GPUs, to provide better performance with lower memory utilization in both training and inference.",3468,792,317,Apache-2.0,false,2026-07-31T22:27:55Z,17.7,"[66.75,60.75,52.47,55.65,53.26,46.6,44.06,41.91,46.14,40.7,32.71,17.7]",9,Python,2022-09-20,"cuda,deep-learning,fp4,fp8,gpu,jax,machine-learning,python,pytorch",keep,Model Infra,Pre-Train · Compiler & accelerator,"当前图中的 Pre-Train · Compiler & accelerator 代表项目；仓库仍在维护，3,468 stars，2026 年 7 月 OpenRank 17.70。",该区强调编译、kernel 和模型优化的结构覆盖，不追求完整 CUDA 工具清单。,ok,,
669331976,flashinfer-ai/flashinfer,FlashInfer: Kernel Library for LLM Serving,6090,1225,890,Apache-2.0,false,2026-08-03T16:18:44Z,147.83,"[65.19,70.26,78.03,73.14,65.84,71.18,85.64,111.35,127.11,133.35,152.97,147.83]",119,Python,2023-07-22,"attention,cuda,distributed-inference,gpu,jit,large-large-models,llm-inference,moe,nvidia,pytorch",keep,Model Infra,Pre-Train · Compiler & accelerator,"当前图中的 Pre-Train · Compiler & accelerator 代表项目；仓库仍在维护，6,090 stars，2026 年 7 月 OpenRank 147.83。",该区强调编译、kernel 和模型优化的结构覆盖，不追求完整 CUDA 工具清单。,ok,,
112542515,NVIDIA/cutlass,CUDA Templates and Python DSLs for High-Performance Linear Algebra,10184,1992,634,NOASSERTION,false,2026-08-03T15:14:19Z,6.04,"[37.82,35.53,25.17,29.65,27.47,26.48,24.03,20.88,17.89,16.22,10.01,6.04]",6,C++,2017-11-30,"cpp,cuda,deep-learning,deep-learning-library,gpu,nvidia,python",keep,Model Infra,Pre-Train · Compiler & accelerator,"当前图中的 Pre-Train · Compiler & accelerator 代表项目；仓库仍在维护，10,184 stars，2026 年 7 月 OpenRank 6.04。",该区强调编译、kernel 和模型优化的结构覆盖，不追求完整 CUDA 工具清单。,ok,,
724854743,ml-explore/mlx,MLX: An array framework for Apple silicon,27804,2078,224,MIT,false,2026-08-03T15:19:37Z,5.5,"[40.17,36.07,33.34,34.0,35.75,30.6,30.2,22.56,21.05,18.02,15.68,5.5]",3,C++,2023-11-28,mlx,omit,,,"候选项目已复核，但在当前版面预算下暂不入图：未进入本版主图；27,733 stars，最近可用 OpenRank 16.43，但与已选项目功能重叠，或没有形成新的结构位置。",继续保留在项目池，后续按持续协作、独立采用和分类缺口复核。,ok,,
933928679,deepseek-ai/DeepEP,DeepEP: an efficient expert-parallel communication library,9934,1361,304,MIT,false,2026-07-27T07:30:57Z,,"[28.29,25.61,19.33,14.46,11.38,8.6,5.56,3.3,5.05,5.38,2.38,null]",0,Cuda,2025-02-17,,keep,Model Infra,Pre-Train · Compiler & accelerator,"当前图中的 Pre-Train · Compiler & accelerator 代表项目；仓库仍在维护，9,934 stars。",该区强调编译、kernel 和模型优化的结构覆盖，不追求完整 CUDA 工具清单。,ok,,
494232964,Dao-AILab/flash-attention,Fast and memory-efficient exact attention,24607,2959,1231,BSD-3-Clause,false,2026-08-03T03:48:13Z,5.43,"[30.65,30.05,27.77,23.85,29.74,32.3,30.41,23.43,23.79,13.63,10.88,5.43]",5,Python,2022-05-19,,keep,Model Infra,Pre-Train · Compiler & accelerator,"当前图中的 Pre-Train · Compiler & accelerator 代表项目；仓库仍在维护，24,607 stars，2026 年 7 月 OpenRank 5.43。",该区强调编译、kernel 和模型优化的结构覆盖，不追求完整 CUDA 工具清单。,ok,,
204086862,streamlit/streamlit,Streamlit — A faster way to build and share data apps.,45455,4349,1192,Apache-2.0,false,2026-08-03T16:23:36Z,20.0,"[101.98,92.94,78.35,75.8,74.68,65.25,66.16,53.29,44.48,33.66,25.72,20.0]",13,Python,2019-08-24,"data-analysis,data-science,data-visualization,deep-learning,developer-tools,machine-learning,python,streamlit",omit,,,"候选项目已复核，但在当前版面预算下暂不入图：未进入本版主图；45,375 stars，最近可用 OpenRank 28.95，但与已选项目功能重叠，或没有形成新的结构位置。",继续保留在项目池，后续按持续协作、独立采用和分类缺口复核。,ok,,
162405963,gradio-app/gradio,"Build and share delightful machine learning apps, all in Python. 🌟 Star to support our work!",43277,3567,205,Apache-2.0,false,2026-08-03T14:58:59Z,11.92,"[69.7,63.46,52.46,56.73,53.4,46.11,38.05,34.2,31.32,42.09,24.39,11.92]",3,Python,2018-12-19,"data-analysis,data-science,data-visualization,deep-learning,deploy,gradio,gradio-interface,interface,machine-learning,models,python,python-notebook,ui,ui-components",omit,,,"候选项目已复核，但在当前版面预算下暂不入图：未进入本版主图；43,220 stars，最近可用 OpenRank 23.38，但与已选项目功能重叠，或没有形成新的结构位置。",继续保留在项目池，后续按持续协作、独立采用和分类缺口复核。,ok,,
291438522,siyuan-note/siyuan,"A privacy-first, self-hosted, fully open source personal knowledge management software, written in typescript and golang.",45609,2931,123,AGPL-3.0,false,2026-08-03T16:18:21Z,23.03,"[66.78,66.51,63.23,56.79,62.09,60.43,50.04,41.45,38.03,28.39,24.34,23.03]",12,TypeScript,2020-08-30,"agentic-ai,ai-agent,digital-garden,electron,knowledge-base,knowledge-graph,local-first,markdown,mcp,note-taking,notebook,notes-app,pdf,pkm,s3,self-hosted,siyuan,webdav,wiki",omit,,,"候选项目已复核，但在当前版面预算下暂不入图：未进入本版主图；45,468 stars，最近可用 OpenRank 29.42，但与已选项目功能重叠，或没有形成新的结构位置。",继续保留在项目池，后续按持续协作、独立采用和分类缺口复核。,ok,,
826168160,docling-project/docling,Get your documents ready for gen AI,64180,4557,945,MIT,false,2026-08-03T15:29:50Z,40.22,"[64.23,72.55,80.54,74.66,59.27,48.57,41.62,52.4,59.36,55.5,84.04,40.22]",14,Python,2024-07-09,"ai,convert,document-parser,document-parsing,documents,docx,html,markdown,pdf,pdf-converter,pdf-to-json,pdf-to-text,pptx,tables,xlsx",add,Model Infra,Data · Integration,文档解析和结构化已经成为 RAG 与 agent 数据准备的常见入口，当前 63k+ stars、最近可用 OpenRank 66.74。,它代表文档数据准备，不是通用 ETL；Data · Integration 区控制在三个项目。,ok,rising,2026-06 OpenRank 从 18.05 升至 66.74。
649170660,Mintplex-Labs/anything-llm,Stop renting your intelligence. Own it with AnythingLLM. Everything you need for a powerful local-first agent experience ,64288,7060,317,MIT,false,2026-07-31T04:38:27Z,17.92,"[57.88,51.48,48.16,40.57,35.26,32.53,28.43,28.59,28.3,23.27,19.05,17.92]",6,JavaScript,2023-06-04,"agent-computer,agent-harness,agent-orchestration,agentic-ai,ai-agents,computer-use,hermes-agent,llm,local-ai,localai,multimodal,no-code,open-claw,rag,self-hosted-ai,vector-database",omit,,,"候选项目已复核，但在当前版面预算下暂不入图：未进入本版主图；64,012 stars，最近可用 OpenRank 18.36，但与已选项目功能重叠，或没有形成新的结构位置。",继续保留在项目池，后续按持续协作、独立采用和分类缺口复核。,ok,,
158256479,apache/iceberg,Apache Iceberg,9106,3424,849,Apache-2.0,false,2026-08-03T15:56:10Z,34.89,"[134.55,137.46,112.48,112.97,102.13,98.82,96.01,89.69,83.35,71.45,53.24,34.89]",32,Java,2018-11-19,"apache,hacktoberfest,iceberg",keep,Model Infra,Data · Governance,"当前图中的 Data · Governance 代表项目；仓库仍在维护，9,106 stars，2026 年 7 月 OpenRank 34.89。",Apache 和开放数据格式是该区重点，当前七个项目已经较为饱满。,ok,,
391740664,open-metadata/OpenMetadata,"The Open Context Layer for Data and AI ,  OpenMetadata is the open platform for building trusted data context and business semantics for humans, AI assistants, and agents.",14632,2275,985,Apache-2.0,false,2026-08-03T16:29:59Z,47.49,"[113.11,116.57,106.35,98.11,92.51,99.44,91.19,89.11,109.97,83.41,61.78,47.49]",26,TypeScript,2021-08-01,"context,context-layer,data-catalog,data-collaboration,data-contracts,data-discovery,data-governance,data-lineage,data-observability,data-profiling,data-quality,data-quality-checks,datadiscovery,dataengineering,dataquality,mcp,mcp-server,metadata,metadata-management,semantics",keep,Model Infra,Data · Governance,"当前图中的 Data · Governance 代表项目；仓库仍在维护，14,632 stars，2026 年 7 月 OpenRank 47.49。",Apache 和开放数据格式是该区重点，当前七个项目已经较为饱满。,ok,,
46398090,datahub-project/datahub,The Context Platform for your Data and AI Stack,12436,3606,1085,Apache-2.0,false,2026-08-03T16:08:58Z,38.95,"[100.54,99.22,91.13,91.59,96.72,96.27,88.47,87.19,80.23,69.79,46.2,38.95]",23,Python,2015-11-18,"agent-platform,context-management,data-catalog,data-discovery,data-governance,data-observability,datahub,metadata",keep,Model Infra,Data · Governance,"当前图中的 Data · Governance 代表项目；仓库仍在维护，12,436 stars，2026 年 7 月 OpenRank 38.95。",Apache 和开放数据格式是该区重点，当前七个项目已经较为饱满。,ok,,
631431061,apache/gravitino,"World's most powerful open data catalog for building a high-performance, geo-distributed and federated metadata lake.",3141,898,1047,Apache-2.0,false,2026-08-03T13:50:53Z,22.03,"[90.47,76.23,61.49,64.26,54.9,47.46,44.34,44.66,37.95,31.45,32.76,22.03]",13,Java,2023-04-23,"ai-catalog,data-catalog,datalake,federated-query,lakehouse,metadata,metalake,model-catalog,opendatacatalog,skycomputing,stratosphere",keep,Model Infra,Data · Governance,"当前图中的 Data · Governance 代表项目；仓库仍在维护，3,141 stars，2026 年 7 月 OpenRank 22.03。",Apache 和开放数据格式是该区重点，当前七个项目已经较为饱满。,ok,,
182849188,delta-io/delta,"An open-source storage framework that enables building a Lakehouse architecture with compute engines including Spark, PrestoDB, Flink, Trino, and Hive and APIs",8927,2146,1553,Apache-2.0,false,2026-08-02T05:11:43Z,15.67,"[61.79,59.29,46.89,44.16,50.32,49.74,43.05,34.88,35.05,35.16,31.22,15.67]",13,Scala,2019-04-22,"acid,analytics,big-data,delta-lake,spark",keep,Model Infra,Data · Governance,"当前图中的 Data · Governance 代表项目；仓库仍在维护，8,927 stars，2026 年 7 月 OpenRank 15.67。",Apache 和开放数据格式是该区重点，当前七个项目已经较为饱满。,ok,,
447060287,apache/paimon,Apache Paimon is a lake format that enables building a Realtime Lakehouse Architecture with Flink and Spark for both streaming and batch operations.,3361,1368,690,Apache-2.0,false,2026-08-03T13:54:56Z,16.38,"[62.18,57.31,49.55,48.58,50.77,46.53,38.1,34.23,25.2,25.08,15.64,16.38]",5,Java,2022-01-12,"big-data,data-ingestion,flink,paimon,real-time-analytics,spark,streaming-datalake,table-store",keep,Model Infra,Data · Governance,"当前图中的 Data · Governance 代表项目；仓库仍在维护，3,361 stars，2026 年 7 月 OpenRank 16.38。",Apache 和开放数据格式是该区重点，当前七个项目已经较为饱满。,ok,,
76474200,apache/hudi,"Upserts, Deletes And Incremental Processing on Big Data.",6205,2496,2919,Apache-2.0,false,2026-08-03T15:23:58Z,24.44,"[63.92,65.9,59.1,55.19,58.86,58.51,54.84,48.86,43.18,39.23,31.01,24.44]",22,Java,2016-12-14,"apacheflink,apachehudi,apachespark,bigdata,data-integration,datalake,hudi,incremental-processing,stream-processing",keep,Model Infra,Data · Governance,"当前图中的 Data · Governance 代表项目；仓库仍在维护，6,205 stars，2026 年 7 月 OpenRank 24.44。",Apache 和开放数据格式是该区重点，当前七个项目已经较为饱满。,ok,,
33884891,apache/airflow,"Apache Airflow - A platform to programmatically author, schedule, and monitor workflows",46361,17512,1809,Apache-2.0,false,2026-08-03T15:58:07Z,98.32,"[334.33,327.95,299.72,261.63,253.36,262.28,271.61,241.59,214.56,168.07,127.22,98.32]",60,Python,2015-04-13,"airflow,apache,apache-airflow,automation,dag,data-engineering,data-integration,data-orchestrator,data-pipelines,data-science,elt,etl,machine-learning,mlops,orchestration,python,scheduler,workflow,workflow-engine,workflow-orchestration",keep,Model Infra,Data · Integration,"当前图中的 Data · Integration 代表项目；仓库仍在维护，46,361 stars，2026 年 7 月 OpenRank 98.32。",只放与 AI 数据准备直接相关的代表项目，避免扩张成通用数据工程图。,ok,,
283046497,airbytehq/airbyte,"Open-source data movement for ELT pipelines and AI agents — from APIs, databases & files to warehouses, lakes, and AI applications. Both self-hosted and Cloud.",21774,5288,2247,NOASSERTION,false,2026-08-03T16:06:27Z,20.61,"[148.09,138.4,121.97,107.79,86.83,86.97,69.26,69.02,65.19,52.69,33.66,20.61]",38,Python,2020-07-27,"bigquery,change-data-capture,data,data-analysis,data-collection,data-engineering,data-integration,data-pipeline,elt,etl,java,mssql,mysql,pipeline,postgresql,python,redshift,s3,self-hosted,snowflake",keep,Model Infra,Data · Integration,"当前图中的 Data · Integration 代表项目；仓库仍在维护，21,774 stars，2026 年 7 月 OpenRank 20.61。",只放与 AI 数据准备直接相关的代表项目，避免扩张成通用数据工程图。,ok,,
